"site","lat","long","year","week","mo","yday","PG_count","v","temp","mins"
"Ledgewood",48.1416,-122.606,2008,27,7,185,22,0.57,-2.13,-1.45
"Ledgewood",48.1416,-122.606,2016,25,6,174,37,-0.27,-0.37,-1.03
"Ledgewood",48.1416,-122.606,2016,31,8,217,31,-0.21,0.33,-0.99
"Ledgewood",48.1416,-122.606,2016,26,6,182,41,-0.82,0.4,1.25
"Ledgewood",48.1416,-122.606,2013,36,9,250,1,-0.27,-0.43,-0.76
"Ledgewood",48.1416,-122.606,2016,30,7,210,39,-1,0.94,0.97
"Ledgewood",48.1416,-122.606,2014,30,7,208,37,-0.39,-0.44,-1.19
"Ledgewood",48.1416,-122.606,2018,24,6,166,25,0.39,-1.13,-1.11
"Ledgewood",48.1416,-122.606,2012,27,7,186,35,0.33,-2.06,-1.27
"Ledgewood",48.1416,-122.606,2011,29,7,201,38,-1.24,-1.39,-0.33
"Ledgewood",48.1416,-122.606,2009,32,8,221.5,31,-0.88,-0.04,-0.52
"Ledgewood",48.1416,-122.606,2009,34,8,238,5,-0.63,-0.31,0.36
"Ledgewood",48.1416,-122.606,2017,27,7,184,20,-1,0.5,1.26
"Ledgewood",48.1416,-122.606,2016,29,7,203,38,-0.21,1.35,-1.05
"Ledgewood",48.1416,-122.606,2015,29,7,199.5,38.5,-0.66,0.89,-0.8
"Ledgewood",48.1416,-122.606,2013,28,7,193,36.5,-0.97,0.02,-0.5
"Ledgewood",48.1416,-122.606,2013,33,8,227,28,-0.76,0.63,0.94
"Ledgewood",48.1416,-122.606,2014,28,7,195,45,0.09,-0.03,-0.95
"Ledgewood",48.1416,-122.606,2012,28,7,195,41,-0.57,0.29,1.37
"Ledgewood",48.1416,-122.606,2011,26,7,182,40,0.09,-1.89,-1.42
"Ledgewood",48.1416,-122.606,2015,27,7,184,43,0.03,1.21,-1.12
"Ledgewood",48.1416,-122.606,2010,26,6,180,37,-0.57,-1.34,-0.92
"Ledgewood",48.1416,-122.606,2012,38,9,260,0,-0.09,-0.99,-1.04
"Ledgewood",48.1416,-122.606,2018,32,8,220,39,0.03,2.16,1.52
"Ledgewood",48.1416,-122.606,2008,24,6,163,28,-1.78,-3.36,0.6
"Ledgewood",48.1416,-122.606,2014,25,6,170,47,-1.42,-1.05,0.1
"Ledgewood",48.1416,-122.606,2016,24,6,168,40,-0.57,0.2,1.58
"Ledgewood",48.1416,-122.606,2012,36,9,251,5,-0.63,-0.28,0.44
"Ledgewood",48.1416,-122.606,2010,33,8,230,10,-0.09,0.23,1.14
"Ledgewood",48.1416,-122.606,2012,32,8,224,29,-0.45,1.27,1.25
"Ledgewood",48.1416,-122.606,2009,30,7,207,37,-0.33,0.23,-0.15
"Ledgewood",48.1416,-122.606,2008,26,6,179,18,-1.6,-1.9,0.74
"Ledgewood",48.1416,-122.606,2018,30,7,208,46,-0.27,1.13,-1.36
"Ledgewood",48.1416,-122.606,2010,31,8,217,33,-0.27,1.43,1.44
"Ledgewood",48.1416,-122.606,2013,34,8,235,21,-0.15,-0.44,-0.72
"Ledgewood",48.1416,-122.606,2012,34,8,235,21,-0.7,-1.02,-0.17
"Ledgewood",48.1416,-122.606,2015,32,8,218,43,-1.06,1.03,0.17
"Ledgewood",48.1416,-122.606,2016,35,8,239,6,-0.45,1.08,0.93
"Ledgewood",48.1416,-122.606,2012,33,8,230,39,-0.21,0.74,-1.27
"Ledgewood",48.1416,-122.606,2010,32,8,223,5,0.09,-0.49,-1.03
"Ledgewood",48.1416,-122.606,2008,32,8,222,27,-0.63,0.08,1.07
"Ledgewood",48.1416,-122.606,2017,31,8,214,44,-0.39,1.6,1.41
"Ledgewood",48.1416,-122.606,2013,30,7,205,33,0.09,-0.44,-0.98
"Ledgewood",48.1416,-122.606,2016,23,6,161,39,-0.63,0,-0.55
"Ledgewood",48.1416,-122.606,2012,30,7,208,41,-1.3,-0.68,0.47
"Ledgewood",48.1416,-122.606,2017,25,6,174,38,0.63,-0.46,-1.49
"Ledgewood",48.1416,-122.606,2009,35,9,244,4,0.15,0.04,1.62
"Ledgewood",48.1416,-122.606,2018,29,7,199,25,-1.12,0.07,-0.16
"Ledgewood",48.1416,-122.606,2013,32,8,221,40,-0.57,0.23,-0.79
"Ledgewood",48.1416,-122.606,2018,31,8,213,46,-1,1.05,-0.5
"Ledgewood",48.1416,-122.606,2017,34,8,234,16,0.03,0.51,-1.12
"Ledgewood",48.1416,-122.606,2015,26,6,176,36,-1.78,1.18,0.8
"Ledgewood",48.1416,-122.606,2015,33,8,225,24,-0.21,1.1,-1.41
"Ledgewood",48.1416,-122.606,2015,31,8,213,43,0.09,1.49,-1.11
"Ledgewood",48.1416,-122.606,2015,28,7,192,32,-0.63,1.19,1.26
"Ledgewood",48.1416,-122.606,2014,31,8,217,47,-0.94,2.19,1.12
"Ledgewood",48.1416,-122.606,2012,35,9,245,16,-0.21,-0.83,-0.97
"Ledgewood",48.1416,-122.606,2018,26,6,178,36,0.03,-0.45,-1.44
"Ledgewood",48.1416,-122.606,2013,31,7,212,38,-0.63,0.82,1.16
"Ledgewood",48.1416,-122.606,2012,31,7,212,41,0.21,0.06,1.59
"Ledgewood",48.1416,-122.606,2016,32,8,224,30,-1.12,1.77,0.98
"Ledgewood",48.1416,-122.606,2014,35,8,240,12,-0.51,0.56,-0.67
"Ledgewood",48.1416,-122.606,2009,26,7,182,26,-0.88,-1.3,1.2
"Ledgewood",48.1416,-122.606,2009,29,7,198,39,-0.57,0.53,1.39
"Ledgewood",48.1416,-122.606,2013,35,8,243,4,-0.09,0.85,1.36
"Ledgewood",48.1416,-122.606,2018,33,8,229,28,-1.06,0.38,0.2
"Ledgewood",48.1416,-122.606,2016,33,8,231,10,-0.09,1.03,-1.23
"Ledgewood",48.1416,-122.606,2017,24,6,168,40,-1.72,-0.9,0.19
"Ledgewood",48.1416,-122.606,2014,34,8,233,29,0.09,1.1,1.49
"Ledgewood",48.1416,-122.606,2016,27,7,189,39,-0.39,0.01,-0.8
"Ledgewood",48.1416,-122.606,2016,28,7,195,42,-1.36,1.31,1.1
"Ledgewood",48.1416,-122.606,2014,27,7,187,29.5,-1.18,0.38,0.72
"Ledgewood",48.1416,-122.606,2014,33,8,228,33,-0.82,0,0.13
"Ledgewood",48.1416,-122.606,2018,27,7,185,47,-1.42,-0.32,-0.27
"Ledgewood",48.1416,-122.606,2018,34,8,234,14,0.21,1.1,1.57
"Ledgewood",48.1416,-122.606,2012,26,6,181,17,-0.82,-0.82,1.24
"Ledgewood",48.1416,-122.606,2013,26,6,177,29,-0.15,-1.66,-0.77
"Maylor Point",48.268,-122.6414,2017,25,6,174,10,2.75,-0.46,-1.23
"Maylor Point",48.268,-122.6414,2014,31,8,216,20,0.45,1.15,0.7
"Maylor Point",48.268,-122.6414,2010,28,7,192,2,2.08,-0.17,-1.21
"Maylor Point",48.268,-122.6414,2014,27,7,188,17,0.51,0.35,1.16
"Maylor Point",48.268,-122.6414,2013,29,7,200,6,1.48,1.02,-0.21
"Maylor Point",48.268,-122.6414,2009,32,8,222,24,0.94,-0.22,-0.25
"Maylor Point",48.268,-122.6414,2008,26,6,180,15,0.69,-1.87,1.17
"Maylor Point",48.268,-122.6414,2011,31,8,213,28,1.84,-1.19,-0.74
"Maylor Point",48.268,-122.6414,2015,31,7,212,4,2.08,2.12,-1.06
"Maylor Point",48.268,-122.6414,2016,32,8,221,12,0.69,0.47,0.01
"Maylor Point",48.268,-122.6414,2010,26,6,179,18,1.3,-1.49,-0.78
"Maylor Point",48.268,-122.6414,2010,29,7,200,22,0.69,-0.43,0.93
"Maylor Point",48.268,-122.6414,2013,32,8,218,10,1.42,0.34,-1.02
"Maylor Point",48.268,-122.6414,2009,33,8,229,0,2.08,0.39,1.65
"Maylor Point",48.268,-122.6414,2009,30,7,208,20,0.76,-0.21,0.12
"Maylor Point",48.268,-122.6414,2011,27,7,185,19,1.42,-2.02,-0.54
"Maylor Point",48.268,-122.6414,2016,33,8,229,8,1.48,1.76,-1.32
"Maylor Point",48.268,-122.6414,2014,33,8,228.5,3,1.54,-0.07,0.5
"Maylor Point",48.268,-122.6414,2014,29,7,202,17,1.18,0.47,1.35
"Maylor Point",48.268,-122.6414,2016,29,7,200,14,1.6,1.4,-1.26
"Maylor Point",48.268,-122.6414,2008,29,7,201,15,1.3,-0.63,-0.88
"Maylor Point",48.268,-122.6414,2013,31,8,213,13,1.36,0.55,1.49
"Maylor Point",48.268,-122.6414,2016,31,8,214,6,2.14,0.41,-1.3
"Maylor Point",48.268,-122.6414,2011,29,7,199,17,1.12,-1.69,-0.51
"Maylor Point",48.268,-122.6414,2013,27,7,183,10,0.82,-0.2,1.32
"Maylor Point",48.268,-122.6414,2016,24,6,164,10,-0.15,0,0.52
"Maylor Point",48.268,-122.6414,2014,26,7,182,25,0.76,-0.15,-0.39
"Maylor Point",48.268,-122.6414,2015,27,7,184,13,1.9,1.21,-0.85
"Maylor Point",48.268,-122.6414,2016,23,6,159,10,2.02,-0.59,-0.67
"Maylor Point",48.268,-122.6414,2016,26,6,179,12,0.27,-0.2,0.34
"Maylor Point",48.268,-122.6414,2008,32,8,219,19,0.82,-1.18,-0.02
"Maylor Point",48.268,-122.6414,2016,30,7,208,22,0.57,-0.01,0.31
"Maylor Point",48.268,-122.6414,2016,28,7,194,9,-0.03,0.75,0.7
"Maylor Point",48.268,-122.6414,2008,27,7,187,8,1.84,-1.83,-0.69
"Maylor Point",48.268,-122.6414,2015,28,7,192.5,9.5,1.45,0.62,-0.23
"Maylor Point",48.268,-122.6414,2016,27,7,189,6,1.48,0.01,-0.53
"Maylor Point",48.268,-122.6414,2011,33,8,228,9,1.3,-0.91,-0.53
"Maylor Point",48.268,-122.6414,2013,28,7,190,24,1.3,-0.08,-0.85
"Maylor Point",48.268,-122.6414,2015,30,7,204,9,0.09,1.56,0.37
"Maylor Point",48.268,-122.6414,2009,29,7,201,6,2.27,-0.03,-1.51
"Maylor Point",48.268,-122.6414,2008,31,8,214,17,2.14,-1.02,-1.11
"Maylor Point",48.268,-122.6414,2010,32,8,221,2,2.08,0.19,-1.22
"Maylor Point",48.268,-122.6414,2009,31,8,216,10,1.24,1.12,-1.22
"Maylor Point",48.268,-122.6414,2014,31,7,211,26,1.06,0.07,-0.44
"Maylor Point",48.268,-122.6414,2015,31,8,215,6,1.84,0.95,-0.46
"Maylor Point",48.268,-122.6414,2015,26,6,177,7,0.21,1.35,1.18
"Maylor Point",48.268,-122.6414,2010,30,7,207,8,1.36,-0.18,-0.95
"Maylor Point",48.268,-122.6414,2010,33,8,228,53,1.06,-0.22,0.5
"Maylor Point",48.268,-122.6414,2011,30,7,206,19,1,1.03,1.46
"Maylor Point",48.268,-122.6414,2009,28,7,195,21,0.09,-0.7,0.26
"Maylor Point",48.268,-122.6414,2010,27,7,186,22,0.03,-0.4,0.88
"Maylor Point",48.268,-122.6414,2011,34,8,234,4,0.76,2.25,0.92
"Maylor Point",48.268,-122.6414,2013,33,8,226,5,0.76,0.56,0.55
"Maylor Point",48.268,-122.6414,2010,31,8,214,127,0.33,0.48,0.39
"Maylor Point",48.268,-122.6414,2014,28,7,195,22,2.14,-0.03,-0.71
"Maylor Point",48.268,-122.6414,2011,32,8,220,29,1.42,-0.67,1.29
"Maylor Point",48.268,-122.6414,2016,25,6,171,4,1.72,-0.44,-1.17
"Maylor Point",48.268,-122.6414,2014,26,6,178,9,1.66,-0.18,-1.02
"Maylor Point",48.268,-122.6414,2011,28,7,192,12,1.66,-0.84,1.56
"Rolling Hills",48.2332,-122.7308,2014,28,7,195,152,1.96,-0.03,-0.67
"Rolling Hills",48.2332,-122.7308,2010,27,7,186,84,-0.03,-0.4,0.92
"Rolling Hills",48.2332,-122.7308,2011,25,6,174,17,-0.33,-1.99,0.59
"Rolling Hills",48.2332,-122.7308,2009,29,7,202,74,2.21,0.15,-1.25
"Rolling Hills",48.2332,-122.7308,2011,31,8,217,66,0.82,-0.84,0.24
"Rolling Hills",48.2332,-122.7308,2013,32,8,219,89,1.3,-0.04,-0.84
"Rolling Hills",48.2332,-122.7308,2013,31,7,211,94,0.51,0.73,0.93
"Rolling Hills",48.2332,-122.7308,2008,26,6,177,21,-0.03,-2.35,0.18
"Rolling Hills",48.2332,-122.7308,2013,34,8,232,37,2.02,-0.24,-1.11
"Rolling Hills",48.2332,-122.7308,2008,32,8,220,28,0.45,-0.62,0.28
"Rolling Hills",48.2332,-122.7308,2012,30,7,206,69,0.76,-1.45,0
"Rolling Hills",48.2332,-122.7308,2009,30,7,209,61,0.45,-0.13,0.48
"Rolling Hills",48.2332,-122.7308,2013,35,8,239,5,0.88,0.13,0.43
"Rolling Hills",48.2332,-122.7308,2010,33,8,229,43,1,-0.07,0.94
"Rolling Hills",48.2332,-122.7308,2008,30,7,204,69,0.82,-0.41,-0.31
"Rolling Hills",48.2332,-122.7308,2011,32,8,220,111,1.3,-0.67,1.33
"Rolling Hills",48.2332,-122.7308,2011,33,8,231,46,0.76,-0.52,0.07
"Rolling Hills",48.2332,-122.7308,2013,33,8,226,70,0.63,0.56,0.59
"Rolling Hills",48.2332,-122.7308,2009,27,7,188,55,1.18,-0.97,-1.01
"Rolling Hills",48.2332,-122.7308,2014,33,8,230,102,0.94,0,0.99
"Rolling Hills",48.2332,-122.7308,2010,31,8,215,97,0.33,0.79,0.77
"Rolling Hills",48.2332,-122.7308,2014,34,8,237,24,1.3,0.65,-0.88
"Rolling Hills",48.2332,-122.7308,2008,28,7,191,61,0.03,-1.7,0.36
"Rolling Hills",48.2332,-122.7308,2010,26,6,180,69,0.94,-1.34,-0.57
"Rolling Hills",48.2332,-122.7308,2013,28,7,190,62,1.18,-0.08,-0.81
"Rolling Hills",48.2332,-122.7308,2013,27,7,183,78,0.69,-0.2,1.36
"Rolling Hills",48.2332,-122.7308,2012,28,7,191,88,0.27,-1.58,0.14
"Rolling Hills",48.2332,-122.7308,2011,27,7,189,70,0.27,-1.39,0.57
"Rolling Hills",48.2332,-122.7308,2010,32,8,221,43,1.96,0.19,-1.18
"Rolling Hills",48.2332,-122.7308,2008,31,7,212,12,2.02,-0.65,-1.51
"Rolling Hills",48.2332,-122.7308,2012,29,7,198,53,1.3,-0.43,-1.41
"Rolling Hills",48.2332,-122.7308,2010,28,7,193,105,2.02,-0.72,-0.98
"Rolling Hills",48.2332,-122.7308,2014,32,8,223,146,2.21,1.26,-0.88
"Rolling Hills",48.2332,-122.7308,2014,31,8,217,65,0.63,2.19,1.07
"Rolling Hills",48.2332,-122.7308,2013,36,9,247,2,1.3,-0.23,-1.01
"Rolling Hills",48.2332,-122.7308,2009,26,6,181,52,0.15,-1.51,0.91
"Rolling Hills",48.2332,-122.7308,2012,33,8,226,73,1.48,1.62,1.68
"Rolling Hills",48.2332,-122.7308,2012,27,7,184,55,2.39,-2.14,-1.35
"Rolling Hills",48.2332,-122.7308,2012,32,8,219,93,0.94,-0.97,-0.16
"Rolling Hills",48.2332,-122.7308,2014,29,7,202,80,1.06,0.47,1.39
"Rolling Hills",48.2332,-122.7308,2013,26,6,176,69,2.02,-1.81,-0.7
"Rolling Hills",48.2332,-122.7308,2011,26,7,182,57,1.6,-1.89,-1.05
"Rolling Hills",48.2332,-122.7308,2009,28,7,195,50,0.03,-0.7,0.3
"Rolling Hills",48.2332,-122.7308,2009,33,8,230,6,1.78,-0.06,-1.47
"Rolling Hills",48.2332,-122.7308,2012,34,8,234,10,1.48,-0.91,-0.23
"Rolling Hills",48.2332,-122.7308,2008,29,7,199,31,1.18,-0.32,-1.15
"Rolling Hills",48.2332,-122.7308,2008,27,7,184,31,2.33,-1.6,-1.28
"Rolling Hills",48.2332,-122.7308,2010,25,6,173,40,1.36,-1.28,1.6
"Rolling Hills",48.2332,-122.7308,2014,26,6,181,132,0.94,-1.45,-0.52
"Rolling Hills",48.2332,-122.7308,2014,24,6,168,102,1.12,-0.72,-0.2
"Rolling Hills",48.2332,-122.7308,2011,28,7,196,34,1.72,-1.22,-1.01
"Rolling Hills",48.2332,-122.7308,2010,30,7,207,108,1.24,-0.18,-0.91
"Rolling Hills",48.2332,-122.7308,2011,29,7,203,84,0.03,-1.12,0.44
"Rolling Hills",48.2332,-122.7308,2014,25,6,174,77,1.42,-0.63,1.65
"Rolling Hills",48.2332,-122.7308,2014,30,7,209,94,1.18,-0.12,-0.72
"Rolling Hills",48.2332,-122.7308,2013,30,7,205,60,2.02,-0.44,-0.71
"Rolling Hills",48.2332,-122.7308,2014,27,7,188,112,0.39,0.35,1.2
"Rolling Hills",48.2332,-122.7308,2012,26,6,178,61,0.15,-1.93,0.3
"Rolling Hills",48.2332,-122.7308,2009,31,8,216,58,1.12,1.12,-1.18
"Rolling Hills",48.2332,-122.7308,2009,32,8,223,75,0.69,0.04,0
"Rolling Hills",48.2332,-122.7308,2014,35,9,244,0,0.88,1.19,0.35
"Rolling Hills",48.2332,-122.7308,2013,29,7,197,68,0.21,0.37,0.66
"Rolling Hills",48.2332,-122.7308,2010,29,7,200,86,0.57,-0.43,0.97
"Rolling Hills",48.2332,-122.7308,2010,34,8,236,5,1.18,-0.04,-0.91
"Rolling Hills",48.2332,-122.7308,2011,30,7,210,34,1.54,-0.39,-1.26
"Rolling Hills",48.2332,-122.7308,2008,33,8,229,13,1.24,-0.18,-1.01
"Shore Meadows",48.0113,-122.582,2010,30,7,210,60,-0.45,-0.28,-0.64
"Shore Meadows",48.0113,-122.582,2014,33,8,229,76,-0.51,0,0.59
"Shore Meadows",48.0113,-122.582,2009,28,7,195,67,-1.42,-0.7,0.16
"Shore Meadows",48.0113,-122.582,2012,28,7,190,52,-0.76,-1.78,-0.3
"Shore Meadows",48.0113,-122.582,2009,25,6,175,56,0.88,-1.52,-1.11
"Shore Meadows",48.0113,-122.582,2017,26,6,179,50,-0.33,-0.29,-0.42
"Shore Meadows",48.0113,-122.582,2014,32,8,222,60,0.76,1.41,-1.3
"Shore Meadows",48.0113,-122.582,2016,32,8,218,69,-0.03,0.75,-0.73
"Shore Meadows",48.0113,-122.582,2017,29,7,200,40,-0.27,1.62,1.37
"Shore Meadows",48.0113,-122.582,2013,26,6,177,48,0.27,-1.66,-0.69
"Shore Meadows",48.0113,-122.582,2008,30,7,210,53,0.45,-0.34,1.54
"Shore Meadows",48.0113,-122.582,2013,33,8,228,52,-0.03,0.05,1.27
"Shore Meadows",48.0113,-122.582,2008,29,7,203,47,-0.33,-0.47,-0.73
"Shore Meadows",48.0113,-122.582,2014,29,7,201,92,-0.63,-0.12,1.02
"Shore Meadows",48.0113,-122.582,2010,26,7,182,71,-0.88,-1.5,-0.44
"Shore Meadows",48.0113,-122.582,2010,34,8,238,10,-0.15,-0.28,-0.79
"Shore Meadows",48.0113,-122.582,2017,24,6,165,44,-0.57,-0.79,-0.52
"Shore Meadows",48.0113,-122.582,2014,34,8,236,22,-0.03,0.39,-1.26
"Shore Meadows",48.0113,-122.582,2014,28,7,194,60,0.76,0,-1.09
"Shore Meadows",48.0113,-122.582,2011,29,7,197,35,0.27,-1.53,-1.07
"Shore Meadows",48.0113,-122.582,2017,33,8,228,32,-0.33,0.9,1.07
"Shore Meadows",48.0113,-122.582,2014,27,7,187,52,-1.36,0.23,0.88
"Shore Meadows",48.0113,-122.582,2010,28,7,193,61,0.76,-0.72,-1.25
"Shore Meadows",48.0113,-122.582,2013,29,7,197,69,-1.24,0.37,0.61
"Shore Meadows",48.0113,-122.582,2011,32,8,219,70,-0.33,-0.95,1
"Shore Meadows",48.0113,-122.582,2016,24,6,162,72,-0.76,0,-0.25
"Shore Meadows",48.0113,-122.582,2009,26,6,181,73,-1.18,-1.51,0.89
"Shore Meadows",48.0113,-122.582,2013,30,7,205,67,0.51,-0.44,-0.91
"Shore Meadows",48.0113,-122.582,2017,30,7,207,53,0.09,-0.14,-0.65
"Shore Meadows",48.0113,-122.582,2009,34,8,235,6,0.03,-0.46,-0.49
"Shore Meadows",48.0113,-122.582,2012,32,8,218,78,-0.27,-0.73,-0.53
"Shore Meadows",48.0113,-122.582,2018,28,7,190,58,-0.27,0.87,1.48
"Shore Meadows",48.0113,-122.582,2009,31,8,214.5,53.5,0.36,0.65,0.07
"Shore Meadows",48.0113,-122.582,2017,25,6,172,69,0.09,-1.17,1.59
"Shore Meadows",48.0113,-122.582,2016,27,7,183,101,0.15,-0.04,1.56
"Shore Meadows",48.0113,-122.582,2015,34,8,238,2,0.33,2.57,1.51
"Shore Meadows",48.0113,-122.582,2013,31,7,212,67,-0.27,0.82,1.24
"Shore Meadows",48.0113,-122.582,2012,33,8,225,37,0.15,1.08,1.49
"Shore Meadows",48.0113,-122.582,2010,27,7,186,57,-1.24,-0.4,1.13
"Shore Meadows",48.0113,-122.582,2016,29,7,197,70,-0.09,1.74,1.6
"Shore Meadows",48.0113,-122.582,2011,28,7,190,45,-0.88,-1.53,0.98
"Shore Meadows",48.0113,-122.582,2014,25,6,171,71,-1.3,-1.51,0.57
"Shore Meadows",48.0113,-122.582,2011,27,7,184,38,0.21,-1.96,-0.95
"Shore Meadows",48.0113,-122.582,2009,32,8,223,57,-0.76,0.04,-0.11
"Shore Meadows",48.0113,-122.582,2014,31,8,215,96,-1.12,1.05,0.35
"Shore Meadows",48.0113,-122.582,2018,32,8,218,73,-0.51,1.97,1.2
"Shore Meadows",48.0113,-122.582,2009,35,8,239,74,-0.03,-0.31,0.84
"Shore Meadows",48.0113,-122.582,2017,32,8,221,63,0.03,0.58,-0.89
"Shore Meadows",48.0113,-122.582,2016,31,7,211,29,-0.09,0.98,1.33
"Shore Meadows",48.0113,-122.582,2012,35,8,239,47,0.27,-0.37,1.21
"Shore Meadows",48.0113,-122.582,2013,35,8,240,3,-0.27,-0.06,0.81
"Shore Meadows",48.0113,-122.582,2018,31,7,211,80,-0.21,0.75,-0.8
"Shore Meadows",48.0113,-122.582,2018,33,8,225,56,0.51,0.26,-0.81
"Shore Meadows",48.0113,-122.582,2010,29,7,198.5,73.5,-0.66,-0.46,0.38
"Shore Meadows",48.0113,-122.582,2015,29,7,203,89,-1.18,1.06,-0.03
"Shore Meadows",48.0113,-122.582,2015,27,7,189,90,-1.12,0.29,0.21
"Shore Meadows",48.0113,-122.582,2018,34,8,232,13,0.15,1,1.32
"Shore Meadows",48.0113,-122.582,2013,28,7,191,57,-0.15,-0.48,-0.9
"Shore Meadows",48.0113,-122.582,2012,31,7,211,62,0.33,-0.46,1.51
"Shore Meadows",48.0113,-122.582,2016,34,8,232,4,0.33,1.06,-0.96
"Shore Meadows",48.0113,-122.582,2011,31,7,211,66,0.45,-0.39,-1.34
"Shore Meadows",48.0113,-122.582,2015,31,8,217,107,-0.51,1.09,-0.08
"Shore Meadows",48.0113,-122.582,2014,30,7,208,80,0.03,-0.44,-1.11
"Shore Meadows",48.0113,-122.582,2018,24,6,162,63,0.09,-0.72,1.67
"Shore Meadows",48.0113,-122.582,2011,33,8,226,67,0.03,-1.18,-1.03
"Shore Meadows",48.0113,-122.582,2008,26,6,176,81,-1,-2.65,-0.32
"Shore Meadows",48.0113,-122.582,2017,31,8,215,35,0.27,1.81,1.65
"Shore Meadows",48.0113,-122.582,2013,27,7,184,36,0.03,-0.29,1.53
"Shore Meadows",48.0113,-122.582,2014,26,6,180,64,-0.03,-1.19,-0.94
"Shore Meadows",48.0113,-122.582,2015,33,8,231,39,-0.51,1.27,-0.29
"Shore Meadows",48.0113,-122.582,2010,26,6,179,71,0.09,-1.49,-1.02
"Shore Meadows",48.0113,-122.582,2018,30,7,204,61,0.27,1.13,1.6
"Shore Meadows",48.0113,-122.582,2016,28,7,190,36,-0.39,-0.16,-0.52
"Shore Meadows",48.0113,-122.582,2013,34,8,233,8,0.51,-0.13,-1.09
"Shore Meadows",48.0113,-122.582,2015,28,7,196,85,0.51,0.93,-1.34
"Shore Meadows",48.0113,-122.582,2018,25,6,169,51,-0.27,-0.54,-0.38
"Shore Meadows",48.0113,-122.582,2015,25,6,175,76,-1.6,0.5,0.37
"Shore Meadows",48.0113,-122.582,2009,27,7,188,71,0.21,-0.97,-1.34
"Shore Meadows",48.0113,-122.582,2013,32,8,219,59,0.03,-0.04,-1.07
"Shore Meadows",48.0113,-122.582,2018,27,7,183,54,-0.51,-0.5,-0.62
"Shore Meadows",48.0113,-122.582,2010,32,8,222.5,55.5,0.48,-0.27,-1.07
"Shore Meadows",48.0113,-122.582,2017,28,7,193,54,-0.27,0.52,-0.72
"Shore Meadows",48.0113,-122.582,2018,29,7,197,55,0.15,-0.21,-0.61
"Shore Meadows",48.0113,-122.582,2008,27,7,189,46,-0.51,-2.13,-0.42
"Shore Meadows",48.0113,-122.582,2016,30,7,204,62,0.03,0.28,-0.78
"Shore Meadows",48.0113,-122.582,2010,31,8,215.5,62,-0.48,0.96,0.95
"Shore Meadows",48.0113,-122.582,2012,30,7,204,62,-0.33,-1.39,-0.62
"Shore Meadows",48.0113,-122.582,2016,26,6,176,65,-0.33,-0.59,-0.59
"Shore Meadows",48.0113,-122.582,2016,33,8,225,19,-0.39,2.38,1.31
"Shore Meadows",48.0113,-122.582,2014,35,8,243,1,-0.45,0.65,0.03
"Shore Meadows",48.0113,-122.582,2012,34,8,232,55,0.09,-0.91,-0.79
"Shore Meadows",48.0113,-122.582,2009,35,9,244,0,0.57,0.04,1.7
"Shore Meadows",48.0113,-122.582,2010,33,8,229.5,48,0.09,0,0.98
"Shore Meadows",48.0113,-122.582,2015,26,7,182,49,0.63,0.96,-1.39
"Shore Meadows",48.0113,-122.582,2009,30,7,209,82,-0.94,-0.13,0.44
"Swantown",48.299,-122.725,2016,31,7,211,25,-1,0.98,1.2
"Swantown",48.299,-122.725,2018,35,8,240,4,-1,0.32,-0.91
"Swantown",48.299,-122.725,2010,33,8,228,15,-0.73,-0.32,0.35
"Swantown",48.299,-122.725,2013,30,7,204,7,-0.33,0.39,-1.27
"Swantown",48.299,-122.725,2018,33,8,225,26,-0.57,0.26,-0.94
"Swantown",48.299,-122.725,2014,25,6,172,11,-1.72,-1.21,0.87
"Swantown",48.299,-122.725,2016,23,6,159,7,-0.51,-0.59,-1
"Swantown",48.299,-122.725,2018,25,6,173,33,-1.78,-0.53,0.96
"Swantown",48.299,-122.725,2010,31,8,217,22,-0.88,1.43,1.38
"Swantown",48.299,-122.725,2018,26,6,180,18,-0.82,-0.47,-1.24
"Swantown",48.299,-122.725,2012,34,8,237,0,-1.24,-0.64,0.45
"Swantown",48.299,-122.725,2013,26,6,177,17,-0.76,-1.66,-0.83
"Swantown",48.299,-122.725,2017,30,7,206,26,-0.57,0.59,-1
"Swantown",48.299,-122.725,2009,30,7,207.5,24,-1.06,-0.11,-0.08
"Swantown",48.299,-122.725,2012,31,8,216,18,-0.7,-1.12,-1.09
"Swantown",48.299,-122.725,2008,31,7,212,27,-0.15,-0.65,1.69
"Swantown",48.299,-122.725,2010,30,7,210,29,-1.3,-0.28,-0.78
"Swantown",48.299,-122.725,2016,29,7,200.5,13.5,-0.76,1.43,0.25
"Swantown",48.299,-122.725,2018,24,6,166,12,-0.27,-1.13,-1.17
"Swantown",48.299,-122.725,2008,26,6,176,18,-1.78,-2.65,-0.46
"Swantown",48.299,-122.725,2017,32,8,219,4,-0.82,0.23,-1.37
"Swantown",48.299,-122.725,2009,27,7,183,20,-0.82,-1.06,1.39
"Swantown",48.299,-122.725,2015,28,7,191,18,-1.6,0.84,0.9
"Swantown",48.299,-122.725,2013,34,8,232,0,-0.36,-0.24,0.12
"Swantown",48.299,-122.725,2015,29,7,199,21.5,-1.06,1.08,-0.96
"Swantown",48.299,-122.725,2017,31,8,214,21,-0.94,1.6,1.35
"Swantown",48.299,-122.725,2014,30,7,210,21,-1.12,-0.02,-0.92
"Swantown",48.299,-122.725,2015,33,8,227.5,22.5,-1.03,1.11,-1.04
